title,company,base,salary,date
财经原创写手——中经未来新媒体,《中国经营报》社,北京,0.6-1.2万/月,11月22日
深度报道记者——产经中心,《中国经营报》社,北京,1-2万/月,11月22日
副主编——《家族企业》,《中国经营报》社,北京,1-2万/月,11月22日
调查记者/商业调查记者——新闻中心,《中国经营报》社,北京,0.7-1.5万/月,11月22日
财经/金融记者——财经中心,《中国经营报》社,北京,0.6-1.2万/月,11月22日
产经记者（地产/家电家居/医药健康）,《中国经营报》社,北京,0.6-1.2万/月,11月22日
产经记者（TMT/能源/化工),《中国经营报》社,北京,0.6-1.2万/月,11月22日
新媒体编辑——中经未来,《中国经营报》社,北京,0.6-1万/月,11月22日
汽车记者,《中国经营报》社,北京,0.7-1.5万/月,11月22日
《商学院》记者/采编,《中国经营报》社,北京,0.6-1.2万/月,11月22日
新媒体编辑——《商学院》,《中国经营报》社,北京,4.5-9千/月,11月22日
记者——《家族企业》,《中国经营报》社,北京,0.4-1.5万/月,11月22日
商务汽车编辑,北京亚汽联信息技术有限公司,北京,0.6-1.2万/月,11月22日
实习编辑,北京亚汽联信息技术有限公司,北京,3-4.5千/月,11月22日
应届生采编,北京亚汽联信息技术有限公司,北京,4.5-7千/月,11月22日
卡车编辑记者,北京亚汽联信息技术有限公司,北京,0.6-1.2万/月,11月22日
市场运营主管（新华万维公司）,新华书店总店,北京,0.6-1万/月,11月22日
记者/主任,政府采购信息网,北京,0.8-1万/月,11月22日
IT部主任/记者,政府采购信息网,北京,6-8千/月,11月22日
记者 - 政府新闻二部,政府采购信息网,北京,4-8千/月,11月22日
版权部实习生,中南博集天卷文化传媒有限公司,北京,1.5-2千/月,11月22日
编辑中心事业部总经理,中南博集天卷文化传媒有限公司,北京,5-7万/月,11月22日
营销编辑（少儿图书）,中南博集天卷文化传媒有限公司,北京,0.7-1万/月,11月22日
新媒体编辑,中南博集天卷文化传媒有限公司,北京,0.8-1万/月,11月22日
版权编辑,中南博集天卷文化传媒有限公司,北京,0.8-1.2万/月,11月22日
电商销售主管,中南博集天卷文化传媒有限公司,北京,10-15万/年,11月22日
文案编辑,中南博集天卷文化传媒有限公司,北京,6-8千/月,11月22日
心理学图书策划编辑,中国纺织出版社,北京,10-15万/年,11月22日
责任编辑（IT技术）,清华大学出版社第六事业部,北京,4.5-7千/月,11月22日
责任编辑（人文经管）,清华大学出版社第六事业部,北京,4.5-7千/月,11月22日
策划编辑-IT技术类高校教材（人文经管）,清华大学出版社第六事业部,北京,0.6-1万/月,11月22日
策划编辑-经管类高校教材（人文经管）,清华大学出版社第六事业部,北京,0.6-1万/月,11月22日
编辑助理（IT技术）,清华大学出版社第六事业部,北京,4.5-6千/月,11月22日
策划编辑（IT技术）,清华大学出版社第六事业部,北京,0.5-1.2万/月,11月22日
策划编辑-社科类图书（人文经管）,清华大学出版社第六事业部,北京,0.6-1万/月,11月22日
项目策划编辑(工作地 北京),北京京城新安文化传媒有限公司,北京,0.8-1万/月,11月22日
流程编辑,北京京城新安文化传媒有限公司,北京,5-8千/月,11月22日
坪山政法委文案编辑,方程文化传媒（深圳）有限公司,深圳,5-8千/月,11月22日
宣传专员,广东南方日报经营有限公司佛山分公司,异地,4-6千/月,11月22日
（大望路CBD)新媒体编辑,北京东方美食研究院,北京,6-8千/月,11月22日
Editorial Assistant,麦克米伦信息咨询服务（上海）有限公司,北京,0.8-1万/月,11月22日
出版部 电子文档整理,社会科学文献出版社,北京,6-8千/月,11月22日
童书编辑,上海译文出版社有限公司,上海,7-25万/年,11月22日
图书编辑,读客文化股份有限公司,上海,0.6-1.2万/月,11月22日
历史社科书编辑,读客文化股份有限公司,上海,0.7-1.4万/月,11月22日
（五险一金+高薪）美食杂志编辑,北京东方美食研究院,北京,0.8-1.2万/月,11月22日
编辑,深圳市阳光三采文化科技有限公司,深圳,6-8千/月,11月22日
资深排版设计,深圳市阳光三采文化科技有限公司,深圳,6-8千/月,11月22日
文字编辑,深圳市阳光三采文化科技有限公司,深圳,6-8千/月,11月22日
资深编辑（双休、福利好、地铁上盖、领导Nice）,广州德禄讯信息科技有限公司,广州,6-8千/月,11月22日
设计刊物编辑,广东包装与设计杂志社有限公司,广州,5-6千/月,11月22日
文科编辑,广州华翰文化传播有限公司,广州,4-5万/年,11月22日
中文编辑,广州华翰文化传播有限公司,广州,4-5万/年,11月22日
数学助理编辑/编辑,香港课室教材出版有限公司广州办事处,广州,4-5.5千/月,11月22日
编辑记者（会议媒体中心）,北京界上传媒投资管理有限公司,北京,0.5-1万/月,11月21日
网络编辑,北京界上传媒投资管理有限公司,北京,6-8千/月,11月21日
执行副总编（市场）,北京界上传媒投资管理有限公司,北京,1.5-2万/月,11月21日
北京分社教师月刊编辑部副主任,华东师范大学出版社有限公司,北京,0.8-1万/月,11月21日
北京分社营销编辑,华东师范大学出版社有限公司,北京,4.5-6千/月,11月21日
数字产品项目编辑,华东师范大学出版社有限公司,上海,5-8千/月,11月21日
外国文学编辑,读客文化股份有限公司,上海,5-7千/月,11月21日
文案编辑,北京紫图图书有限公司,北京,6-8千/月,11月21日
本版文学编辑,北京紫图图书有限公司,北京,5-8千/月,11月21日
教学总监,圣才电子书（武汉）有限公司,北京,0.8-2万/月,11月21日
电子书编辑,圣才电子书（武汉）有限公司,广州,4-8千/月,11月21日
电子书编辑,圣才电子书（武汉）有限公司,上海,0.5-1万/月,11月21日
编辑（总编办）,上海凤凰颐合文化发展有限公司,异地,6-8千/月,11月21日
资深编辑,上海凤凰颐合文化发展有限公司,上海,0.8-1.6万/月,11月21日
新媒体主编,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,11月21日
网站编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,11月21日
电子书业务助理,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,11月21日
图书渠道营销经理,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,11月21日
馆配业务推广专员,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,11月21日
培训文案推广,后浪出版咨询（北京）有限责任公司,北京,5-7千/月,11月21日
网站内容编辑,后浪出版咨询（北京）有限责任公司,北京,5-7千/月,11月21日
拍电影网技术编辑,后浪出版咨询（北京）有限责任公司,北京,5-7千/月,11月21日
影视技术编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,11月21日
电子书运营专员,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,11月21日
常务副总编辑,后浪出版咨询（北京）有限责任公司,北京,1-1.5万/月,11月21日
数字出版专员,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,11月21日
地面渠道销售总监,后浪出版咨询（北京）有限责任公司,北京,1-1.5万/月,11月21日
德语版权编辑,后浪出版咨询（北京）有限责任公司,北京,0.8-1万/月,11月21日
天地出版社—少儿分社美术编辑,新华文轩出版传媒股份有限公司,北京,0.6-1万/月,11月21日
天地出版社—青少部策划编辑,新华文轩出版传媒股份有限公司,北京,0.7-1万/月,11月21日
天地出版社—社科策划编辑,新华文轩出版传媒股份有限公司,北京,0.7-1万/月,11月21日
编务,新华文轩出版传媒股份有限公司,北京,6-8千/月,11月21日
策划编辑—四川少年儿童出版社北京编辑部,新华文轩出版传媒股份有限公司,北京,6-8千/月,11月21日
天地出版社—校对员,新华文轩出版传媒股份有限公司,北京,6-8千/月,11月21日
天地出版社编辑部主任,新华文轩出版传媒股份有限公司,北京,1.5-2万/月,11月21日
物理、地理学科编辑,新华文轩出版传媒股份有限公司,北京,3-5千/月,11月21日
天地出版社儿童图书策划编辑,新华文轩出版传媒股份有限公司,北京,12-16万/年,11月21日
编辑记者,新华文轩出版传媒股份有限公司,北京,6-8千/月,11月21日
图书策划编辑（文化类图书）,社源（北京）文化有限公司,北京,6-8千/月,11月21日
运动旅游部采编主任,浙江《青年时报》社,杭州,15-20万/年,11月21日
浙江新闻部记者,浙江《青年时报》社,杭州,4.5-6千/月,11月21日
青牛电子商务新媒体编辑,浙江《青年时报》社,杭州,4.5-6千/月,11月21日
社会新闻部记者,浙江《青年时报》社,杭州,4.5-6千/月,11月21日
报纸编辑（夜班）,浙江《青年时报》社,杭州,8-10万/年,11月21日
公众号编辑/文案策划,杭州晨雾文化创意有限公司,杭州,4-6千/月,11月21日
视频策划编辑（明星/时装）,北京赫斯特广告有限公司上海分公司,上海,1-1.5万/月,11月21日
策划编辑（华语原创文学方向）,中信出版集团股份有限公司,上海,0.8-1.2万/月,11月21日
策划编辑（外国文学方向）,中信出版集团股份有限公司,上海,0.8-1.2万/月,11月21日
学术编辑,楠西医药科技（杭州）有限公司,杭州,4.5-8千/月,11月21日
图书编辑,楠西医药科技（杭州）有限公司,广州,4-6千/月,11月21日
视觉编辑,广东新周刊杂志社有限公司,广州,6-8千/月,11月21日
编导,浙江盈科万勤通信技术有限公司,杭州,4.5-8千/月,11月21日
内容运营,浙江盈科万勤通信技术有限公司,杭州,0.5-1万/月,11月21日
财经记者圈主笔,深圳市万合文化传播有限公司,异地,0.6-1.2万/月,11月21日
海外资产配置原创编辑,深圳市万合文化传播有限公司,深圳,0.5-1万/月,11月21日
海外资产配置原创编辑,深圳市万合文化传播有限公司,异地,0.5-1万/月,11月21日
港股美股原创编辑,深圳市万合文化传播有限公司,异地,0.5-1万/月,11月21日
港股美股原创编辑,深圳市万合文化传播有限公司,深圳,0.5-1万/月,11月21日
商业（营销、广告）案例原创编辑,深圳市万合文化传播有限公司,深圳,0.5-1.5万/月,11月21日
房地产内容原创编辑,深圳市万合文化传播有限公司,异地,0.5-1万/月,11月21日
互联网金融原创编辑,深圳市万合文化传播有限公司,异地,0.5-1万/月,11月21日
基金原创编辑,深圳市万合文化传播有限公司,异地,0.5-1万/月,11月21日
房地产内容原创编辑,深圳市万合文化传播有限公司,深圳,0.5-1万/月,11月21日
互联网金融原创编辑,深圳市万合文化传播有限公司,深圳,0.5-1万/月,11月21日
基金原创编辑,深圳市万合文化传播有限公司,深圳,0.5-1万/月,11月21日
保险原创编辑,深圳市万合文化传播有限公司,深圳,0.5-1.5万/月,11月21日
股票原创编辑,深圳市万合文化传播有限公司,深圳,0.5-1万/月,11月21日
ipo领域研究员,深圳市万合文化传播有限公司,深圳,0.5-1.5万/月,11月21日
阅读原创编辑,深圳市万合文化传播有限公司,深圳,0.5-1.2万/月,11月21日
记者,深圳市万合文化传播有限公司,深圳,0.6-1万/月,11月21日
研究员/研究助理,深圳市万合文化传播有限公司,深圳,0.6-1万/月,11月21日
母婴编辑,深圳市万合文化传播有限公司,深圳,6-8千/月,11月21日
理财原创编辑,深圳市万合文化传播有限公司,深圳,0.8-1.5万/月,11月21日
财经原创编辑,深圳市万合文化传播有限公司,深圳,0.5-1.5万/月,11月21日
汽车执行总编辑,深圳市万合文化传播有限公司,深圳,1.5-2万/月,11月21日
阅读编辑,深圳市万合文化传播有限公司,异地,4.5-6千/月,11月21日
汽车视频编辑,深圳市万合文化传播有限公司,异地,4.5-6千/月,11月21日
汽车文字编辑,深圳市万合文化传播有限公司,异地,4.5-6千/月,11月21日
商业编辑,深圳市万合文化传播有限公司,异地,4.5-6千/月,11月21日
理财编辑,深圳市万合文化传播有限公司,异地,4.5-6千/月,11月21日
财经编辑,深圳市万合文化传播有限公司,异地,4.5-6千/月,11月21日
汽车视频编辑,深圳市万合文化传播有限公司,深圳,0.5-1.2万/月,11月21日
汽车漫画编辑,深圳市万合文化传播有限公司,深圳,0.5-1.2万/月,11月21日
汽车文字编辑,深圳市万合文化传播有限公司,深圳,0.5-1.2万/月,11月21日
股票编辑,深圳市万合文化传播有限公司,深圳,0.8-1.2万/月,11月21日
教辅图书物理编辑（质管中心）,京版北教文化传媒股份有限公司,北京,4.5-6千/月,11月21日
教辅图书英语编辑（质管中心）,京版北教文化传媒股份有限公司,北京,4.5-6千/月,11月21日
教辅图书数学编辑（质管中心）,京版北教文化传媒股份有限公司,北京,4.5-6千/月,11月21日
策划编辑,京版北教文化传媒股份有限公司,北京,5-6千/月,11月21日
教辅图书编辑（高中化学）,京版北教文化传媒股份有限公司,北京,4.5-6千/月,11月21日
高中教辅学科研发主管,京版北教文化传媒股份有限公司,北京,0.8-1万/月,11月21日
初中教辅学科研发主管,京版北教文化传媒股份有限公司,北京,0.7-1万/月,11月21日
小学教辅学科研发主管,京版北教文化传媒股份有限公司,北京,0.5-1万/月,11月21日
高中地理编辑,京版北教文化传媒股份有限公司,北京,4-6千/月,11月21日
初中数学编辑,京版北教文化传媒股份有限公司,北京,4.5-6千/月,11月21日
初中政治编辑,京版北教文化传媒股份有限公司,北京,4-6千/月,11月21日
初中地理编辑,京版北教文化传媒股份有限公司,北京,4-6千/月,11月21日
初中历史编辑,京版北教文化传媒股份有限公司,北京,4-6千/月,11月21日
教辅文案编辑（小学语文）,京版北教文化传媒股份有限公司,北京,4-6千/月,11月21日
教辅图书生物编辑（质管）,京版北教文化传媒股份有限公司,北京,4-6千/月,11月21日
教辅图书地理编辑（质管）[,京版北教文化传媒股份有限公司,北京,4-6千/月,11月21日
教辅图书政治编辑（质管）,京版北教文化传媒股份有限公司,北京,4-6千/月,11月21日
教辅图书语文编辑（质管）,京版北教文化传媒股份有限公司,北京,4-6千/月,11月21日
深度记者,上海医米信息技术有限公司,上海,15-20万/年,11月21日
新闻编辑,上海医米信息技术有限公司,上海,0.6-1万/月,11月21日
图书工作室主编/编辑部主任,联合天际（北京）文化传媒有限公司,北京,20-30万/年,11月21日
资深图书策划编辑,联合天际（北京）文化传媒有限公司,北京,0.6-1.2万/月,11月21日
新媒体运营助理,联合天际（北京）文化传媒有限公司,北京,5-7千/月,11月21日
版权运营经理,联合天际（北京）文化传媒有限公司,北京,1-1.2万/月,11月21日
版权助理,联合天际（北京）文化传媒有限公司,北京,6-8千/月,11月21日
高级美术编辑/书籍设计师,联合天际（北京）文化传媒有限公司,北京,1.2-2.4万/月,11月21日
营销经理,联合天际（北京）文化传媒有限公司,北京,0.8-1万/月,11月21日
图书文字编辑/责任编辑,联合天际（北京）文化传媒有限公司,北京,5-8千/月,11月21日
高级文学类图书策划编辑,联合天际（北京）文化传媒有限公司,北京,0.8-1.5万/月,11月21日
资深编审,联合天际（北京）文化传媒有限公司,北京,0.6-1万/月,11月21日
测评编辑（手机等电子产品）,深圳前瞻资讯股份有限公司,深圳,5-8千/月,11月21日
主编,深圳前瞻资讯股份有限公司,深圳,0.6-1.2万/月,11月21日
财经新闻编辑,深圳前瞻资讯股份有限公司,深圳,0.5-1万/月,11月21日
撰稿编辑（经营管理方向）,上海智读汇文化传播有限公司,上海,6-8千/月,11月21日
策划编辑（人文社科方向）,上海智读汇文化传播有限公司,上海,0.8-1万/月,11月21日
策划编辑（经营管理方向）,上海智读汇文化传播有限公司,上海,0.8-1万/月,11月21日
诚聘图书撰稿编辑,上海智读汇文化传播有限公司,上海,6-8千/月,11月21日
经管图书策划编辑,上海智读汇文化传播有限公司,上海,0.8-1万/月,11月21日
急招图书出版编辑,上海智读汇文化传播有限公司,上海,6-8千/月,11月21日
诚聘图书编辑（主经管类）,上海智读汇文化传播有限公司,上海,6-8千/月,11月21日
课程研发（主经管类）,上海智读汇文化传播有限公司,上海,0.8-1万/月,11月21日
诚聘图书撰稿编辑,上海智读汇文化传播有限公司,北京,6-8千/月,11月21日
图书编辑部主任,上海智读汇文化传播有限公司,上海,0.8-1万/月,11月21日
诚聘网站及新媒体编辑,上海智读汇文化传播有限公司,上海,4.5-6千/月,11月21日
实习生,凤凰阿歇特文化发展（北京）有限公司,北京,1.5-2千/月,11月21日
版权助理,凤凰阿歇特文化发展（北京）有限公司,北京,4-6千/月,11月21日
美术编辑 美编,凤凰阿歇特文化发展（北京）有限公司,北京,0.5-1万/月,11月21日
营销主管,凤凰阿歇特文化发展（北京）有限公司,北京,0.5-1万/月,11月21日
少儿图书资深编辑 童书资深编辑,凤凰阿歇特文化发展（北京）有限公司,北京,0.5-1万/月,11月21日
《中国医院院长》杂志 创新中心 项目专员,卓信医学传媒集团,北京,4.5-6千/月,11月21日
学术中心 医学编辑,卓信医学传媒集团,北京,0.4-1.2万/月,11月21日
医师报-新闻中心-编辑/记者,卓信医学传媒集团,北京,0.4-1.2万/月,11月21日
《医师报》新媒体采编,卓信医学传媒集团,北京,0.4-1.2万/月,11月21日
医师报 新闻中心 记者/编辑,卓信医学传媒集团,北京,0.4-1.2万/月,11月21日
文科编辑（政治）政治老师/教师,广东易百分文化传媒有限公司,广州,4-8千/月,11月21日
语文编辑/语文编辑老师,广东易百分文化传媒有限公司,广州,4-7千/月,11月21日
文科编辑（地理）,广东易百分文化传媒有限公司,广州,4-8千/月,11月21日
理科编辑（化学）/化学老师/化学教师,广东易百分文化传媒有限公司,广州,4.5-9千/月,11月21日
理科编辑（物理）/物理老师,广东易百分文化传媒有限公司,广州,4-7千/月,11月21日
英语编辑（师范类）/英语老师,广东易百分文化传媒有限公司,广州,4.5-8千/月,11月21日
数学编辑/数学编辑老师,广东易百分文化传媒有限公司,广州,4.5-8千/月,11月21日
文字记者,中国新闻社浙江分社,杭州,6-8千/月,11月21日
历史编辑,广东智慧教育文化传媒有限公司,广州,4.5-6千/月,11月20日
政治编辑,广东智慧教育文化传媒有限公司,广州,5-6万/年,11月20日
化学编辑,广东智慧教育文化传媒有限公司,广州,3-4.5千/月,11月20日
物理编辑,广东智慧教育文化传媒有限公司,广州,5-6万/年,11月20日
英语编辑,广东智慧教育文化传媒有限公司,广州,4.5-6千/月,11月20日
数学编辑,广东智慧教育文化传媒有限公司,广州,4.5-6千/月,11月20日
语文编辑,广东智慧教育文化传媒有限公司,广州,4.5-6千/月,11月20日
文案编辑,方程文化传媒（深圳）有限公司,深圳,5-8千/月,11月20日
平面设计师/书籍设计师/美术编辑,中信出版集团股份有限公司,上海,0.8-1.2万/月,11月20日
主编,中信出版集团股份有限公司,北京,1.5-3万/月,11月20日
编务,中信出版集团股份有限公司,北京,4-6千/月,11月20日
文字编辑,汇智光华（北京）文化传媒股份有限公司,北京,4.5-6千/月,11月20日
图书/文字编辑,汇智光华（北京）文化传媒股份有限公司,北京,4.5-6千/月,11月20日
文字编辑,北京启发世纪图书有限责任公司,北京,0.8-1万/月,11月20日
儿童文学编辑,北京启发世纪图书有限责任公司,北京,0.8-1万/月,11月20日
医学编辑（应届毕业生实习生）,科学技术文献出版社,北京,5-8千/月,11月20日
医学编辑,科学技术文献出版社,北京,5-8千/月,11月20日
学术编辑,科学技术文献出版社,北京,4-6千/月,11月20日
科学编辑,科学技术文献出版社,北京,4-6千/月,11月20日
科技编辑,科学技术文献出版社,北京,4.5-6千/月,11月20日
数学策划编辑,北京京师普教文化传媒有限公司,北京,6-8千/月,11月20日
数学在线课程研发,北京京师普教文化传媒有限公司,北京,6-8千/月,11月20日
文字编辑,广东南方法治报有限公司,广州,6-8千/月,11月20日
中华武术-编辑,中国体育报业总社,北京,5-8千/月,11月20日
中国体彩报-编辑助理/编辑,中国体育报业总社,北京,3-4.5千/月,11月20日
发行经理,《公益时报》社,北京,1-1.5万/月,11月20日
彩票编辑部 记者,《公益时报》社,北京,4-8千/月,11月20日
彩票编辑部 编辑,《公益时报》社,北京,4-8千/月,11月20日
助理记者、编辑,《公益时报》社,北京,4-6千/月,11月20日
日语版权编辑,机械工业信息研究院（机械工业出版社）,北京,0.6-1万/月,11月20日
电子电气教材策划编辑,机械工业信息研究院（机械工业出版社）,北京,1-1.5万/月,11月20日
文字编辑,机械工业信息研究院（机械工业出版社）,北京,4.5-6千/月,11月20日
计算机图书策划编辑,机械工业信息研究院（机械工业出版社）,北京,0.8-1万/月,11月20日
建筑图书策划编辑,机械工业信息研究院（机械工业出版社）,北京,6-8千/月,11月20日
文字编辑（小说类）,北京白马时光文化发展有限公司,北京,5-6千/月,11月20日
策划编辑（儿童文学类）,北京白马时光文化发展有限公司,北京,0.8-1万/月,11月20日
高薪急聘策划编辑（青春文学类）,北京白马时光文化发展有限公司,北京,1-1.5万/月,11月20日
策划编辑（青春文学类）,北京白马时光文化发展有限公司,北京,1-1.5万/月,11月20日
策划编辑（社科文艺类）,北京白马时光文化发展有限公司,北京,0.8-1万/月,11月20日
编辑部主任,广东太阳花书业发展有限公司,深圳,0.8-1万/月,11月20日
英语版权编辑,广东太阳花书业发展有限公司,深圳,5-8千/月,11月20日
少儿图书编辑部主任,广东太阳花书业发展有限公司,深圳,0.8-1万/月,11月20日
少儿图书文字编辑,广东太阳花书业发展有限公司,深圳,4-6千/月,11月20日
编辑,广东太阳花书业发展有限公司,深圳,6-8千/月,11月20日
记者 杂志记者 网站记者,中国图象图形学学会培训中心,北京,4-8千/月,11月20日
网站编辑,中国图象图形学学会培训中心,北京,3-4.5千/月,11月20日
抖音编导-音乐类,上海新榄网络科技有限公司,上海,0.5-1万/月,11月20日
新媒体编辑-音响方向,上海新榄网络科技有限公司,上海,0.5-1万/月,11月20日
钢琴新媒体编辑,上海新榄网络科技有限公司,上海,0.5-1万/月,11月20日
音乐教育编辑/访谈记者/课程开发,上海新榄网络科技有限公司,上海,0.5-1万/月,11月20日
图书策划编辑-音乐类,上海新榄网络科技有限公司,上海,0.8-1万/月,11月20日
美食编辑/摄影摄像,上海新榄网络科技有限公司,上海,1-1.5万/月,11月20日
美食编辑/西餐方向,上海新榄网络科技有限公司,上海,6-8千/月,11月20日
日语编辑,上海新榄网络科技有限公司,上海,4.5-6千/月,11月20日
新媒体编辑-戏剧文化方向,上海新榄网络科技有限公司,上海,4.5-7千/月,11月20日
医学编辑/营养学编辑-问健康画报,上海新榄网络科技有限公司,上海,4.5-6千/月,11月20日
中医编辑/中药编辑-问健康画报,上海新榄网络科技有限公司,上海,4.5-6千/月,11月20日
烈酒/鸡尾酒编辑,上海新榄网络科技有限公司,上海,6-8千/月,11月20日
葡萄酒记者和编辑,上海新榄网络科技有限公司,上海,4.5-6千/月,11月20日
医学编辑（000759）,北京万方数据股份有限公司,北京,4.5-6千/月,11月19日
数字出版编辑（000726）,北京万方数据股份有限公司,北京,4.5-6千/月,11月19日
刊物编辑（000711）,北京万方数据股份有限公司,北京,4.5-6千/月,11月19日
编校中心 校对,华东师范大学出版社有限公司,上海,6-8万/年,11月19日
助理医学编辑,中科数字出版传媒有限公司,北京,0.8-1万/月,11月19日
医学文字编辑（急聘）,中科数字出版传媒有限公司,北京,0.7-1.2万/月,11月19日
高级医学策划（急聘）,中科数字出版传媒有限公司,北京,1.3-2万/月,11月19日
（低幼中心）美术编辑,中国少年儿童新闻出版总社,北京,6-8千/月,11月19日
国企出版社-----责任编辑,人民东方（北京）书业有限公司,北京,0.8-1万/月,11月19日
国企出版社-----责任编辑,人民东方（北京）书业有限公司,北京,0.8-1万/月,11月19日
国企出版社-----责任编辑,人民东方（北京）书业有限公司,北京,0.8-1万/月,11月19日
国企出版社-----责任编辑,人民东方（北京）书业有限公司,北京,0.8-1万/月,11月19日
国企出版社-----责任编辑,人民东方（北京）书业有限公司,北京,0.8-1万/月,11月19日
国企出版社-----责任编辑,人民东方（北京）书业有限公司,北京,0.8-1万/月,11月19日
国企出版社-----责任编辑,人民东方（北京）书业有限公司,北京,0.8-1万/月,11月19日
国企出版社-----责任编辑,人民东方（北京）书业有限公司,北京,0.8-1万/月,11月19日
编辑,《民主与法制》社,北京,0.8-1.2万/月,11月19日
中文图书编辑（有经验）,北京正清文化艺术有限责任公司,北京,0.6-1万/月,11月19日
美术编辑/平面设计/美编,广东大音音像出版社,广州,5.5-6.5千/月,11月19日
原版图书采购,广东大音音像出版社,广州,5-6千/月,11月19日
行政编务,中信出版集团股份有限公司,上海,5-8千/月,11月19日
图书策划编辑,北京文通天下图书有限公司,北京,0.5-1.5万/月,11月19日
急聘语文编辑,广州华翰文化传播有限公司,广州,4.5-6千/月,11月19日
理科编辑,广州华翰文化传播有限公司,广州,4-5万/年,11月19日
执行主编,浙江《山海经》杂志社有限公司,杭州,0.8-1万/月,11月19日
少儿编辑,浙江《山海经》杂志社有限公司,杭州,4.5-6千/月,11月19日
文化杂志编辑,浙江《山海经》杂志社有限公司,杭州,4.5-6千/月,11月19日
理科编辑,杭州孟建平图书有限公司,杭州,4-6千/月,11月19日
文字编辑,中国铁道学会,北京,5.5-8千/月,11月19日
医学编辑,北京轩银瑞华文化传播有限公司,北京,4.5-6千/月,11月18日
英语编辑,北京知行健教育咨询有限公司,北京,0.8-1万/月,11月18日
编辑部主任,广东智慧教育文化传媒有限公司,广州,15-20万/年,11月17日
编辑,北京振宇锐智国际文化有限公司,北京,6-8千/月,11月17日
英语图书编辑,北京振宇锐智国际文化有限公司,北京,6-8千/月,11月17日
经济法教研编辑,北京四海华章科技发展有限公司,北京,0.8-1.5万/月,11月17日
财经类教研编辑,北京四海华章科技发展有限公司,北京,0.8-1.5万/月,11月17日
惠州新闻部记者,南方都市报,广州,0.8-1万/月,11月16日
新媒体编辑(子公司）,南方都市报,广州,6-8千/月,11月16日
商务经理（新华互联）,新华书店总店,北京,0.8-1.5万/月,11月16日
资深策划编辑,中信出版集团股份有限公司,北京,0.7-1.5万/月,11月16日
营销编辑,中信出版集团股份有限公司,北京,0.7-1.5万/月,11月16日
园艺类策划编辑,天津凤凰空间文化传媒有限公司,广州,6-8千/月,11月16日
室内设计出版中心策划编辑,天津凤凰空间文化传媒有限公司,广州,6-8千/月,11月16日
英文编辑,天津凤凰空间文化传媒有限公司,广州,6-8千/月,11月16日
Editorial Assistant,麦克米伦信息咨询服务（上海）有限公司,北京,0.8-1万/月,11月16日
策划编辑,研究出版社·新时代研究出版创新中心,北京,4-8千/月,11月16日
策划编辑,研究出版社·新时代研究出版创新中心,北京,4-8千/月,11月16日
美术编辑,研究出版社·新时代研究出版创新中心,北京,0.5-1.2万/月,11月16日
总编室编务,研究出版社·新时代研究出版创新中心,北京,4-8千/月,11月16日
记者,中国图象图形学学会培训中心,北京,6-8千/月,11月16日
图书编辑,北京世纪悦然文化传播有限公司,北京,0.5-1万/月,11月16日
数媒编辑(通州编辑部),北京紫云文心图书有限公司,北京,3-5千/月,11月16日
图书策划编辑（江苏人民出版社北京图书中心）,北京紫云文心图书有限公司,北京,4.5-6千/月,11月16日
图书编辑,北京紫云文心图书有限公司,北京,4-6千/月,11月16日
童书策划编辑,中信出版集团股份有限公司,北京,0.7-1.5万/月,11月16日
编辑/记者,广东安全生产杂志社,广州,4.5-8.5千/月,11月16日
美术编辑-急招,天津凤凰空间文化传媒有限公司,广州,6-8千/月,11月16日
新闻编辑,北京中青在线网络信息技术有限公司,北京,5-8千/月,11月15日
网站编辑（夜班）,北京中青在线网络信息技术有限公司,北京,5-8千/月,11月15日
视频编辑,北京中青在线网络信息技术有限公司,北京,6-8千/月,11月15日
新媒体运营专员,杭州今日大江东传媒有限公司,杭州,6-8千/月,11月15日
责任编辑,杭州今日大江东传媒有限公司,杭州,6-8千/月,11月15日
内容编辑,北京巴亚桥文化咨询有限公司,异地,0.8-1.5万/月,11月15日
童书编辑,北京巴亚桥文化咨询有限公司,北京,0.7-1.5万/月,11月15日
童书美术编辑,北京奇想国文化发展有限公司,北京,0.8-1.2万/月,11月15日
新媒体运营主管,北京奇想国文化发展有限公司,北京,0.6-1.5万/月,11月15日
总编辑,北京巴亚桥文化咨询有限公司,北京,1.2-2.4万/月,11月15日
人力资源总监,北京奇想国文化发展有限公司,北京,0.8-1.6万/月,11月15日
版权助理,北京奇想国文化发展有限公司,北京,0.5-1.2万/月,11月15日
财务会计主管,北京奇想国文化发展有限公司,北京,0.8-1.5万/月,11月15日
营销编辑,北京奇想国文化发展有限公司,北京,0.8-1.5万/月,11月15日
童书市场总监,北京奇想国文化发展有限公司,北京,0.8-1.6万/月,11月15日
儿童图书编辑,北京奇想国文化发展有限公司,北京,0.8-1.5万/月,11月15日
《中国工会年鉴》项目主管,中国工人出版社,北京,0.8-1.2万/月,11月15日
