title,company,base,salary,date
中小学英语编辑,北京金钟书文化传媒有限公司,北京,6-8千/月,11月15日
中小学数学编辑,北京金钟书文化传媒有限公司,北京,6-8千/月,11月15日
物理编辑,外研众望教育科技（北京）有限公司,北京,6-8千/月,11月15日
数学编辑,外研众望教育科技（北京）有限公司,北京,6-8千/月,11月15日
化学编辑,外研众望教育科技（北京）有限公司,北京,6-8千/月,11月15日
图书设计师,上海悦悦图书有限公司,上海,0.6-1万/月,11月14日
《知心姐姐》传播部新媒体编辑,中国少年儿童新闻出版总社,北京,6-7千/月,11月13日
《少先队小干部》文字编辑,中国少年儿童新闻出版总社,北京,6-7千/月,11月13日
图书编辑,广东新世纪出版社,广州,8-10万/年,11月13日
记者（21世纪经济报道金融版）,21世纪报系,上海,1-1.5万/月,11月13日
记者（21世纪经济报道-财经版）,21世纪报系,北京,0.8-1.5万/月,11月13日
石家庄数学编辑,北京荣德基教育科技有限公司,异地,3-5千/月,11月13日
石家庄英语编辑,北京荣德基教育科技有限公司,异地,3-5千/月,11月13日
石家庄语文编辑,北京荣德基教育科技有限公司,异地,3-5千/月,11月13日
语文编辑,北京荣德基教育科技有限公司,北京,6-8千/月,11月13日
新闻部 中文编辑,中经网传媒有限公司,北京,4.5-6千/月,11月13日
会展中国频道编辑,中经网传媒有限公司,北京,4.5-6千/月,11月13日
中国商用汽车网编辑,中经网传媒有限公司,北京,4.5-6千/月,11月13日
财经频道编辑,中经网传媒有限公司,北京,4.5-6千/月,11月13日
网络编辑、财经评论员,中经网传媒有限公司,北京,4.5-6千/月,11月13日
汽车事业部编辑,中经网传媒有限公司,北京,4.5-6千/月,11月13日
国际合作中心 英文编辑,中经网传媒有限公司,北京,6-8千/月,11月13日
发行、内勤,中国新闻出版传媒集团有限公司,北京,3-4.5千/月,11月13日
美术编辑,中国新闻出版传媒集团有限公司,北京,4.5-6千/月,11月13日
编辑、记者,中国新闻出版传媒集团有限公司,北京,6-8千/月,11月13日
科学（理化生）编辑校对,浙江志明教育图书有限公司,杭州,3.5-6.5千/月,11月13日
数学编辑校对,浙江志明教育图书有限公司,杭州,3.5-6.5千/月,11月13日
语文编辑校对,浙江志明教育图书有限公司,杭州,3.5-6千/月,11月13日
理科编辑校对,浙江志明教育图书有限公司,杭州,3.5-6.5千/月,11月13日
文案策划,中宣助力（北京）传媒有限公司,北京,4.5-6千/月,11月13日
社区报编辑,中宣助力（北京）传媒有限公司,北京,6-8千/月,11月13日
微信编辑,中宣助力（北京）传媒有限公司,北京,5-7千/月,11月13日
文字记者,广东南方法治报有限公司,广州,6-8千/月,11月13日
英语编辑（大学教育）,广州华研文化传播有限公司,广州,5-8千/月,11月12日
杂志采编记者,广州市生旭教育咨询有限公司,广州,6-8千/月,11月12日
主编,齐鲁名盛（北京）文化传媒有限公司,北京,0.8-1万/月,11月12日
杂志主编,《教育家》编辑部,北京,20-30万/年,11月12日
学科编辑,外研众望教育科技（北京）有限公司,北京,0.6-1万/月,11月12日
资深创意编辑,上海康泰纳仕广告有限公司,北京,0.8-1万/月,11月11日
图书终审编辑,北京启发世纪图书有限责任公司,北京,0.5-1万/月,11月10日
文字编辑,北京名医世纪文化传媒有限公司,北京,6-8千/月,11月10日
编辑记者,零售世界杂志,北京,6-8千/月,11月9日
编辑+员工旅游+国外出差,上海柯尼广告传媒有限公司,上海,4-8千/月,11月9日
网站编辑,上海柯尼广告传媒有限公司,上海,4-8千/月,11月9日
中文图书编辑,北京振宇锐智国际文化有限公司,北京,6-8千/月,11月8日
资深文案,二十一世纪学生英文报,上海,0.5-1万/月,11月8日
国企出版社-----责任编辑,人民东方（北京）书业有限公司,北京,0.8-1万/月,11月7日
国企出版社-----责任编辑,人民东方（北京）书业有限公司,北京,0.8-1万/月,11月7日
国企出版社-----责任编辑,人民东方（北京）书业有限公司,北京,0.8-1万/月,11月7日
总编助理,广州市美琳达广告有限公司,广州,4.5-6千/月,11月7日
文字编辑,广州市京教文化传播有限公司,广州,6-8千/月,11月7日
记者（淘榜单）,浙江天下网商网络传媒有限公司,杭州,1-2万/月,11月6日
《知心姐姐》文字编辑,中国少年儿童新闻出版总社,北京,7-8千/月,11月6日
《中国少年英语报》文字编辑,中国少年儿童新闻出版总社,北京,5-6千/月,11月6日
编辑记者,零售世界杂志,北京,6-8千/月,11月6日
新媒体编辑,浙江省期刊总社有限公司,杭州,8-10万/年,11月6日
新媒体编辑,浙江省期刊总社有限公司,杭州,8-10万/年,11月6日
图书策划编辑,浙江省期刊总社有限公司,杭州,7-12万/年,11月6日
校对,北京科技报社,北京,6-8千/月,11月6日
科技记者,北京科技报社,北京,1-1.5万/月,11月6日
科技内容编辑,北京科技报社,北京,1-1.5万/月,11月6日
编辑助理,北京科技报社,北京,0.8-1万/月,11月6日
包住+图书设计/封面设计+急聘,北京汉图文化传媒有限公司,北京,4-8千/月,11月6日
实习编辑+急聘+包住宿,北京汉图文化传媒有限公司,北京,3-5千/月,11月6日
文化频道记者,《上海日报》社,上海,4.5-6千/月,11月5日
文化频道记者,《上海日报》社,上海,4.5-6千/月,11月5日
文化频道记者,《上海日报》社,上海,4.5-6千/月,11月5日
夜班编辑,《上海日报》社,上海,6-8千/月,11月5日
小中學语文科参考书编辑(***),深圳市尚进教育培训有限公司,深圳,3-4.5千/月,11月5日
语文编辑及教师,深圳市尚进教育培训有限公司,深圳,4.5-6千/月,11月5日
英语编辑,广州华翰文化传播有限公司,广州,4-5万/年,11月5日
英文编辑,《中国医药导报》杂志社,北京,6-8千/月,11月5日
记者,《中国医药导报》杂志社,北京,0.6-1万/月,11月5日
记者,《中国医药导报》杂志社,北京,0.8-1万/月,11月5日
副总编/编审,《中国医药导报》杂志社,北京,0.6-1万/月,11月5日
融合发展项目主管,中国工人出版社,北京,0.8-1.2万/月,11月5日
网站编辑,《上海日报》社,上海,4.5-6千/月,11月5日
平面设计师,现代传播（珠海）科技有限公司北京分公司,北京,0.8-1万/月,11月4日
语文编辑,外研众望教育科技（北京）有限公司,北京,6-8千/月,11月2日
高级编辑,《汽车纵横》杂志社有限公司,北京,0.8-1万/月,11月2日
总经理助理/英文编辑,深圳市艺力文化发展有限公司,深圳,4-7千/月,11月2日
文字编辑,《中国教师》杂志社,广州,6-8千/月,11月2日
采访编辑,上海指道教育科技有限公司,上海,5-8千/月,11月1日
新媒体策划编辑,上海指道教育科技有限公司,上海,0.8-1万/月,11月1日
心理自助类图书策划编辑,北京中青文文化传媒有限公司,北京,0.8-1万/月,11月1日
哲学编辑,武汉市新新图书有限公司,北京,5-8千/月,11月1日
人民联合 招聘——社科编辑部 策划编辑,人民东方出版传媒有限公司,北京,0.8-1万/月,10月31日
总编室——编务,人民东方出版传媒有限公司,北京,0.6-1万/月,10月31日
新媒体——营销编辑,人民东方出版传媒有限公司,北京,0.6-1万/月,10月31日
东方音像——音频产品内容编辑,人民东方出版传媒有限公司,北京,0.7-1万/月,10月31日
人民联合—童书策划编辑,人民东方出版传媒有限公司,北京,0.7-1.2万/月,10月31日
人民东方出版传媒少儿编辑部-童书策划编辑,人民东方出版传媒有限公司,北京,0.8-1万/月,10月31日
人民联合社科编辑部营销编辑,人民东方出版传媒有限公司,北京,0.7-1.4万/月,10月31日
发行中心发行业务主管（区域经理）,人民东方出版传媒有限公司,北京,0.6-1万/月,10月31日
发行中心特殊渠道部业务经理,人民东方出版传媒有限公司,北京,0.6-1万/月,10月31日
东方出版社招聘总编室副主任1人,人民东方出版传媒有限公司,北京,1-2万/月,10月31日
东方音像电子出版社招聘——营销编辑,人民东方出版传媒有限公司,北京,0.7-1万/月,10月31日
选题编辑,鼹鼠世界（北京）信息科技有限责任公司,北京,0.8-1万/月,10月31日
图文编辑/选题采访,旺旺中时文化传媒（北京）有限公司,北京,4.5-6.5千/月,10月30日
综合类图书编辑(人文社科方向),后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
图书营销推广（少儿图书、外语、教育类）,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
浪花朵朵童书营销推广,后浪出版咨询（北京）有限责任公司,北京,5-7千/月,10月30日
发行副主任,后浪出版咨询（北京）有限责任公司,北京,1.5-2万/月,10月30日
欧洲/日本/英美文学编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
政治学图书编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
综合类图书编辑（文史哲类方向）,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
中小学教育图书主编/副主编,后浪出版咨询（北京）有限责任公司,北京,0.8-1.3万/月,10月30日
古籍类图书编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
营销部-后浪漫营销编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
中国史东亚史图书编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
高校教材推广编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
院校市场拓展经理,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
图书院校代表,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
考古/文物/古文献图书编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
法学图书编辑,后浪出版咨询（北京）有限责任公司,北京,5-7千/月,10月30日
法律图书编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
出版专员,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
世界史图书编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
社科类图书营销编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
运动类图书编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
科学图书编辑（天文/地理地质/生物/航空航天）,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
中国古典文学/传统文化图书编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
地面渠道销售副总监,后浪出版咨询（北京）有限责任公司,北京,1-1.5万/月,10月30日
地面渠道大区经理,后浪出版咨询（北京）有限责任公司,北京,1-1.2万/月,10月30日
漫画类图书编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
心理学图书编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
日语图书编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
经管类图书编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
人文社科、经济管理、电影、摄影图书编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
人文社科图书编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
少儿英语编辑部主编/副主编,后浪出版咨询（北京）有限责任公司,北京,0.8-1.3万/月,10月30日
教辅图书主编/副主编,后浪出版咨询（北京）有限责任公司,北京,0.8-1.3万/月,10月30日
儿童科普类图书编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
儿童文学类图书编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
图书编辑,后浪出版咨询（北京）有限责任公司,北京,5-8千/月,10月30日
艺术编辑部副主编,后浪出版咨询（北京）有限责任公司,北京,0.8-1万/月,10月30日
童书编辑部副主编,后浪出版咨询（北京）有限责任公司,北京,0.8-1万/月,10月30日
语言编辑部副主编,后浪出版咨询（北京）有限责任公司,北京,0.8-1万/月,10月30日
医学图书编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
日语版权编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
国际关系/国际政治图书编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
儿童教育类图书编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
天文/航空航天类图书编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
社会科学图书编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
编剧圈运营编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
生物学图书编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
医学图书编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
艺术史图书编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
网络渠道销售副总监,后浪出版咨询（北京）有限责任公司,北京,1-1.5万/月,10月30日
地面渠道区域经理,后浪出版咨询（北京）有限责任公司,北京,0.8-1万/月,10月30日
生活类图书编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
音乐类图书编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
大众生活类图书编辑,后浪出版咨询（北京）有限责任公司,北京,4.5-6千/月,10月30日
历史类图书编辑,后浪出版咨询（北京）有限责任公司,北京,6-8千/月,10月30日
撰稿人,广州市开曼信息科技有限公司,广州,4.5-6千/月,10月29日
记者（线下专访）,广州市开曼信息科技有限公司,广州,4.5-6千/月,10月29日
低幼读物编辑部主任,广东太阳花书业发展有限公司,北京,1-1.5万/月,10月29日
低幼读物文字编辑,广东太阳花书业发展有限公司,北京,5-8千/月,10月29日
摄影记者,广东南方法治报有限公司,广州,6-8千/月,10月29日
记者编辑,《宝藏》杂志有限责任公司,北京,6-8千/月,10月27日
记者编辑,《宝藏》杂志有限责任公司,北京,6-8千/月,10月27日
新媒体编辑,《宝藏》杂志有限责任公司,北京,0.6-1万/月,10月27日
英文图书编辑,深圳市艺力文化发展有限公司,深圳,4-7千/月,10月27日
编辑,广东红餐文化传播有限公司,广州,4-6千/月,10月27日
资深记者,广东红餐文化传播有限公司,北京,0.7-1万/月,10月27日
主笔,广东红餐文化传播有限公司,广州,1-1.2万/月,10月27日
新媒体编辑,《宝藏》杂志有限责任公司,北京,0.6-1万/月,10月27日
记者、新媒体运营,《宝藏》杂志有限责任公司,北京,0.6-1万/月,10月27日
文字编辑,《汽车纵横》杂志社有限公司,北京,0.8-1万/月,10月26日
高级编辑,《汽车纵横》杂志社有限公司,北京,0.8-1万/月,10月26日
编辑记者,零售世界杂志,北京,6-8千/月,10月26日
编辑记者,《劳动保护》杂志社,北京,6-8千/月,10月26日
责任编辑,北京全景地理书业有限公司,北京,0.6-1.2万/月,10月26日
语文编辑/质检员,北京世纪鼎尖教育图书有限公司,北京,4.5-6千/月,10月26日
新媒体专员（图书营销编辑）,中国致公出版社,北京,6-8千/月,10月26日
图书产品经理,中国致公出版社,北京,6-8千/月,10月26日
图书营销编辑,中国致公出版社,北京,6-8千/月,10月26日
策划编辑,中国致公出版社,北京,0.8-1万/月,10月26日
图书编辑,北京若愚文化发展有限公司,北京,0.6-1万/月,10月26日
美术图书总编辑（美术院校毕业，出版社经历）,北京若愚文化发展有限公司,北京,0.8-1.5万/月,10月26日
图书选题策划编辑,北京若愚文化发展有限公司,北京,10-15万/年,10月26日
科技媒体编辑或评测编辑,北京普瑞杰特信息技术有限公司,北京,6-8千/月,10月26日
科普组 策划编辑,北京全景地理书业有限公司,北京,0.6-1.2万/月,10月26日
编辑记者,零售世界杂志,北京,0.8-1万/月,10月25日
编辑部主任,广州市京教文化传播有限公司,广州,0.8-1万/月,10月24日
资深新媒体编辑 (Senior Digital Editor),上海康泰纳仕广告有限公司,北京,1.5-2千/月,11月22日
助理实习编辑,广东省出版集团数字出版有限公司,广州,1.5-2千/月,11月22日
副总编辑,中国优质农产品开发服务协会,北京,1.5千以下/月,11月22日
大数据记者,政府采购信息网,北京,4-8千/月,11月22日
有声产品编辑（实习职位）,读客文化股份有限公司,上海,2-3千/月,11月22日
中国医院院长杂志 新媒体采编,卓信医学传媒集团,北京,4-8千/月,11月21日
实习记者,中国新闻社浙江分社,杭州,1.5千以下/月,11月21日
助理编辑（实习）,广州天闻角川动漫有限公司,广州,1.5-1.5千/月,11月20日
实习生（美术编辑、实习编辑等）,中信出版集团股份有限公司,上海,1.5-2千/月,11月8日
实习记者编辑,《宝藏》杂志有限责任公司,北京,2-3千/月,10月27日
